"","Codigo","Companhia","Ano","Remuneração.Média","RMRankit","RMM"
"3568",669,"NORDON INDS METALURGICAS SA","2016",41920,92,0.21
"1243",225,"SANEAMENTO DE GOIAS SA","2014",41680.6,91,0.2
"2573",465,"TECHNOS SA","2012",41317,90,0.2
"1121",197,"CIA. DE SANEAMENTO DO PARANÁ - SANEPAR","2010",41047.54,89,0.2
"3571",669,"NORDON INDS METALURGICAS SA","2013",41006,88,0.2
"3569",669,"NORDON INDS METALURGICAS SA","2015",40968,87,0.2
"2395",435,"REDENTOR ENERGIA S/A","2014",40608,86,0.19
"1410",260,"BTG PACTUAL SECURITIZADORA S.A","2013",40000,85,0.19
"1411",260,"BTG PACTUAL SECURITIZADORA S.A","2012",40000,84,0.19
"1412",260,"BTG PACTUAL SECURITIZADORA S.A","2011",40000,83,0.19
"1413",260,"BTG PACTUAL SECURITIZADORA S.A","2010",40000,82,0.18
"1790",332,"CAFE SOLUVEL BRASILIA SA","2011",40000,81,0.18
"1264",231,"CIA DE RECUPERAÇÃO SECUNDÁRIA","2010",38599.08,80,0.18
"1992",363,"CAMBUCI SA","2010",38298.54,79,0.18
"3445",650,"LOJAS HERING SA","2011",38216.36,78,0.17
"168",27,"COSTA PINTO S.A.","2012",37808.53,77,0.17
"2574",465,"TECHNOS SA","2011",37650.73,76,0.17
"1006",176,"ALIUM PARTICIPAÇÕES SA","2010",37500,75,0.17
"1122",198,"PRIVATINVEST PARTICIPAÇÕES SA","2010",37500,74,0.17
"466",74,"NEUMARKT TRADE AND FINANCIAL CENTER S/A","2017",37440,73,0.16
"3580",670,"BANCO DA AMAZÔNIA S.A.","2012",36989.64,72,0.16
"3570",669,"NORDON INDS METALURGICAS SA","2014",36978.67,71,0.16
"2268",412,"ECO. SEC. DTOS. CREDIT. AGRONEGÓCIOS S/A","2013",36000,70,0.16
"2269",412,"ECO. SEC. DTOS. CREDIT. AGRONEGÓCIOS S/A","2012",36000,69,0.15
"2325",424,"BARIGUI SECURITIZADORA SA","2014",36000,68,0.15
"1957",359,"SPRINGS GLOBAL PARTICIPAÇÕES S/A","2016",35555.56,67,0.15
"2909",536,"PRÁTICA PARTICIPAÇÕES S.A.","2016",34755.13,66,0.15
"302",47,"MINUPAR PARTICIPACOES SA","2015",34245.98,65,0.15
"774",129,"CIA. DISTRIB. DE GÁS DO RIO DE JANEIRO","2011",33606.41,64,0.14
"3216",612,"CONST ADOLPHO LINDENBERG SA","2012",33400,63,0.14
"3217",612,"CONST ADOLPHO LINDENBERG SA","2011",33400,62,0.14
"1958",359,"SPRINGS GLOBAL PARTICIPAÇÕES S/A","2015",33333.33,61,0.14
"3215",612,"CONST ADOLPHO LINDENBERG SA","2013",33333.33,60,0.13
"1824",337,"BRC SECURITIZADORA SA","2013",33000,59,0.13
"2326",424,"BARIGUI SECURITIZADORA SA","2013",33000,58,0.13
"3581",670,"BANCO DA AMAZÔNIA S.A.","2011",32692.75,57,0.13
"450",70,"CIA ELETRICIDADE DA BAHIA","2012",32652.25,56,0.12
"2701",489,"REIT SECURITIZADORA DE RECEBIVEIS IMOBILIÁRIOS S/A","2012",32136,55,0.12
"3572",669,"NORDON INDS METALURGICAS SA","2012",31914.67,54,0.12
"3579",670,"BANCO DA AMAZÔNIA S.A.","2013",31456.74,53,0.12
"3574",669,"NORDON INDS METALURGICAS SA","2010",31200,52,0.12
"2396",435,"REDENTOR ENERGIA S/A","2013",31040,51,0.11
"2086",377,"CONSTRUTORA TENDA S/A","2010",30788.68,50,0.11
"796",135,"INEPAR ENERGIA SA","2010",30280,49,0.11
"929",157,"TELE NORTE CELULAR PARTICIPAÇÕES SA","2010",30000,48,0.11
"2213",404,"HABITASEC SECURITIZADORA SA","2011",29687,47,0.1
"2214",404,"HABITASEC SECURITIZADORA SA","2010",29687,46,0.1
"2910",536,"PRÁTICA PARTICIPAÇÕES S.A.","2015",29333.33,45,0.1
"2548",462,"FORTE SECURITIZADORA S.A.","2017",29166.67,44,0.1
"2575",465,"TECHNOS SA","2010",29071.98,43,0.1
"3573",669,"NORDON INDS METALURGICAS SA","2011",29013.33,42,0.09
"1224",218,"COARI PARTICIPAÇÕES SA","2010",28770.82,41,0.09
"2290",417,"AUTOVIAS S/A","2011",26994.13,40,0.09
"1637",306,"CEMIG GERAÇÃO E TRANSMISSÃO S/A","2016",26898.06,39,0.09
"2273",414,"PORTX OPERAÇÕES PORTUÁRIAS S.A.","2010",26435,38,0.08
"1256",230,"PRODUTORES ENERGETICOS DE MANSO SA","2017",26000,37,0.08
"2911",536,"PRÁTICA PARTICIPAÇÕES S.A.","2014",25666.67,36,0.08
"805",137,"PRÓ METALURGIA SA - EM LIQUIDAÇÃO EXTRAJUDICIAL","2012",25000,35,0.08
"882",150,"LF TEL SA","2012",25000,34,0.07
"909",154,"NEWTEL PARTICIPACOES SA","2016",25000,33,0.07
"910",154,"NEWTEL PARTICIPACOES SA","2015",25000,32,0.07
"772",129,"CIA. DISTRIB. DE GÁS DO RIO DE JANEIRO","2013",24790.77,31,0.07
"2121",383,"CENTENNIAL ASSET PARTICIPAÇÕES AÇU SA","2012",24666.67,30,0.07
"2274",415,"EBX BRASIL SA","2012",24666.67,29,0.06
"1463",271,"TERMOPERNAMBUCO SA","2017",24475,28,0.06
"1149",203,"CEMIG TELECOMUNICAÇÕES S/A","2011",23943.33,27,0.06
"773",129,"CIA. DISTRIB. DE GÁS DO RIO DE JANEIRO","2012",23422.87,26,0.06
"2397",435,"REDENTOR ENERGIA S/A","2012",23034.72,25,0.05
"2454",444,"OURINVEST SECURITIZADORA S.A.","2011",23000,24,0.05
"236",38,"CONST SULTEPA SA - EM RECUPERAÇÃO JUDICIAL","2013",22540,23,0.05
"237",38,"CONST SULTEPA SA - EM RECUPERAÇÃO JUDICIAL","2012",22540,22,0.05
"2272",414,"PORTX OPERAÇÕES PORTUÁRIAS S.A.","2011",22083.64,21,0.05
"2399",435,"REDENTOR ENERGIA S/A","2010",22027.48,20,0.04
"238",38,"CONST SULTEPA SA - EM RECUPERAÇÃO JUDICIAL","2011",22000,19,0.04
"388",61,"SNB PARTICIPACOES SA","2010",21345.28,18,0.04
"1373",253,"SANESALTO SANEAMENTO SA","2015",21000,17,0.04
"775",129,"CIA. DISTRIB. DE GÁS DO RIO DE JANEIRO","2010",20766.03,16,0.03
"1255",227,"CONCESSIONARIA RIO-TERESOPOLIS SA","2010",20704.5,15,0.03
"2398",435,"REDENTOR ENERGIA S/A","2011",20594.01,14,0.03
"1148",203,"CEMIG TELECOMUNICAÇÕES S/A","2012",20526,13,0.03
"859",146,"ZAIN PARTICIPAÇÕES S/A","2011",20000,12,0.02
"866",147,"FUTURETEL SA","2012",20000,11,0.02
"867",147,"FUTURETEL SA","2011",20000,10,0.02
"868",147,"FUTURETEL SA","2010",20000,9,0.02
"584",95,"FERROVIA CENTRO ATLANTICA SA","2013",19869.7,8,0.02
"861",147,"FUTURETEL SA","2017",19677,7,0.01
"1282",235,"AES ELPA SA","2016",19584,6,0.01
"3068",590,"REDE ENERGIA PARTICIPAÇÕES S.A.","2017",19316.67,5,0.01
"448",70,"CIA ELETRICIDADE DA BAHIA","2014",19200,4,0.01
"449",70,"CIA ELETRICIDADE DA BAHIA","2013",19200,3,0
"239",38,"CONST SULTEPA SA - EM RECUPERAÇÃO JUDICIAL","2010",19000,2,0
"1217",216,"ANDRADE GUTIERREZ PARTICIPAÇÕES SA","2015",18792,1,0
"606",98,"ATOM EMPREENDIMENTOS E PARTICIPAÇÕES S.A.","2013",18758,435,1
"708",120,"SUL 116 PARTICIPAÇÕES S.A.","2016",18750,434,1
"709",120,"SUL 116 PARTICIPAÇÕES S.A.","2015",18750,433,1
"713",120,"SUL 116 PARTICIPAÇÕES S.A.","2011",18750,432,0.99
"913",154,"NEWTEL PARTICIPACOES SA","2012",18750,431,0.99
"914",154,"NEWTEL PARTICIPACOES SA","2011",18750,430,0.99
"1722",322,"TAIPE TRANCOSO EMPREENDIMENTOS S/A","2013",18732,429,0.99
"1723",322,"TAIPE TRANCOSO EMPREENDIMENTOS S/A","2012",18732,428,0.98
"387",61,"SNB PARTICIPACOES SA","2011",18417.2,427,0.98
"1150",203,"CEMIG TELECOMUNICAÇÕES S/A","2010",18360,426,0.98
"714",120,"SUL 116 PARTICIPAÇÕES S.A.","2010",18333.33,425,0.98
"915",154,"NEWTEL PARTICIPACOES SA","2010",18333.33,424,0.97
"522",84,"GTD PARTICIPACOES SA","2011",18000,423,0.97
"523",84,"GTD PARTICIPACOES SA","2010",18000,422,0.97
"451",70,"CIA ELETRICIDADE DA BAHIA","2011",17500,421,0.97
"863",147,"FUTURETEL SA","2015",17500,420,0.97
"605",98,"ATOM EMPREENDIMENTOS E PARTICIPAÇÕES S.A.","2014",17376,419,0.96
"1218",216,"ANDRADE GUTIERREZ PARTICIPAÇÕES SA","2014",17376,418,0.96
"1589",296,"AFLUENTE GERAÇÃO DE ENERGIA ELÉTRICA S.A.","2012",17078.69,417,0.96
"707",120,"SUL 116 PARTICIPAÇÕES S.A.","2017",16866,416,0.96
"908",154,"NEWTEL PARTICIPACOES SA","2017",16866,415,0.95
"865",147,"FUTURETEL SA","2013",16333.33,414,0.95
"1219",216,"ANDRADE GUTIERREZ PARTICIPAÇÕES SA","2013",16272,413,0.95
"1220",216,"ANDRADE GUTIERREZ PARTICIPAÇÕES SA","2012",16272,412,0.95
"1590",296,"AFLUENTE GERAÇÃO DE ENERGIA ELÉTRICA S.A.","2011",15840,411,0.94
"2764",500,"BPMB I PARTICIPAÇÕES S.A.","2013",15686.67,410,0.94
"201",32,"RECRUSUL SA","2017",15600,409,0.94
"202",32,"RECRUSUL SA","2016",15600,408,0.94
"203",32,"RECRUSUL SA","2015",15600,407,0.94
"1591",296,"AFLUENTE GERAÇÃO DE ENERGIA ELÉTRICA S.A.","2010",15600,406,0.93
"2426",439,"AFLUENTE TRANSMISSÃO DE ENERGIA ELETRICA S/A","2010",15600,405,0.93
"2930",545,"CINESYSTEM S.A.","2017",15428.57,404,0.93
"1409",260,"BTG PACTUAL SECURITIZADORA S.A","2014",15246,403,0.93
"2763",500,"BPMB I PARTICIPAÇÕES S.A.","2014",15246,402,0.92
"864",147,"FUTURETEL SA","2014",15204,401,0.92
"534",87,"LITEL PARTICIPACOES SA","2016",15000,400,0.92
"535",87,"LITEL PARTICIPACOES SA","2015",15000,399,0.92
"536",87,"LITEL PARTICIPACOES SA","2014",15000,398,0.91
"539",87,"LITEL PARTICIPACOES SA","2011",15000,397,0.91
"540",87,"LITEL PARTICIPACOES SA","2010",15000,396,0.91
"855",146,"ZAIN PARTICIPAÇÕES S/A","2015",15000,395,0.91
"858",146,"ZAIN PARTICIPAÇÕES S/A","2012",15000,394,0.91
"860",146,"ZAIN PARTICIPAÇÕES S/A","2010",15000,393,0.9
"2237",408,"INVITEL LEGACY SA","2012",15000,392,0.9
"2238",408,"INVITEL LEGACY SA","2011",15000,391,0.9
"2239",408,"INVITEL LEGACY SA","2010",15000,390,0.9
"607",98,"ATOM EMPREENDIMENTOS E PARTICIPAÇÕES S.A.","2012",14928,389,0.89
"1311",239,"ITAPEBI GERAÇÃO DE ENERGIA S/A","2014",14577.12,388,0.89
"750",125,"WTC RIO EMPREEND. E PARTICIPAÇÕES S.A.","2011",14560,387,0.89
"587",95,"FERROVIA CENTRO ATLANTICA SA","2010",14388,386,0.89
"585",95,"FERROVIA CENTRO ATLANTICA SA","2012",14269.09,385,0.88
"2602",471,"HARPIA ÔMEGA PARTICIPAÇÕES S.A.","2015",14118,384,0.88
"2603",471,"HARPIA ÔMEGA PARTICIPAÇÕES S.A.","2014",14118,383,0.88
"2604",471,"HARPIA ÔMEGA PARTICIPAÇÕES S.A.","2013",14118,382,0.88
"2422",439,"AFLUENTE TRANSMISSÃO DE ENERGIA ELETRICA S/A","2014",14013.5,381,0.88
"1587",296,"AFLUENTE GERAÇÃO DE ENERGIA ELÉTRICA S.A.","2014",14013.49,380,0.87
"2446",442,"BRASIL PLURAL SECURITIZADORA S.A.","2011",13995,379,0.87
"2423",439,"AFLUENTE TRANSMISSÃO DE ENERGIA ELETRICA S/A","2013",13514.75,378,0.87
"807",137,"PRÓ METALURGIA SA - EM LIQUIDAÇÃO EXTRAJUDICIAL","2010",13333.33,377,0.87
"2605",471,"HARPIA ÔMEGA PARTICIPAÇÕES S.A.","2012",13221,376,0.86
"1281",235,"AES ELPA SA","2017",13185,375,0.86
"608",98,"ATOM EMPREENDIMENTOS E PARTICIPAÇÕES S.A.","2011",13150.83,374,0.86
"2639",476,"BELEZA PARTICIPAÇÕES SA","2011",13080,373,0.86
"2642",477,"NISA PARTICIPAÇÕES SA","2011",13080,372,0.85
"2644",478,"NOAH PARTICIPAÇÕES SA","2011",13080,371,0.85
"2646",479,"NAOMI PARTICIPAÇÕES SA","2011",13080,370,0.85
"856",146,"ZAIN PARTICIPAÇÕES S/A","2014",13032,369,0.85
"2424",439,"AFLUENTE TRANSMISSÃO DE ENERGIA ELETRICA S/A","2012",12809.01,368,0.85
"857",146,"ZAIN PARTICIPAÇÕES S/A","2013",12250,367,0.84
"609",98,"ATOM EMPREENDIMENTOS E PARTICIPAÇÕES S.A.","2010",12240,366,0.84
"2445",442,"BRASIL PLURAL SECURITIZADORA S.A.","2012",12240,365,0.84
"2700",489,"REIT SECURITIZADORA DE RECEBIVEIS IMOBILIÁRIOS S/A","2013",12084.07,364,0.84
"533",87,"LITEL PARTICIPACOES SA","2017",12000,363,0.83
"911",154,"NEWTEL PARTICIPACOES SA","2014",12000,362,0.83
"1553",289,"DINAMICA ENERGIA S/A","2016",12000,361,0.83
"898",152,"ELEKTRO REDES S.A.","2012",11976.97,360,0.83
"710",120,"SUL 116 PARTICIPAÇÕES S.A.","2014",11833.33,359,0.82
"2425",439,"AFLUENTE TRANSMISSÃO DE ENERGIA ELETRICA S/A","2011",11812.5,358,0.82
"382",61,"SNB PARTICIPACOES SA","2016",11600,357,0.82
"2578",468,"VIARONDON CONCESSIONÁRIA DE RODOVIA SA","2017",11448,356,0.82
"2579",468,"VIARONDON CONCESSIONÁRIA DE RODOVIA SA","2016",11448,355,0.82
"2935",547,"VERT COMPANHIA SECURITIZADORA","2017",11448,354,0.81
"504",82,"HAUSCENTER SA","2017",11280,353,0.81
"2503",455,"OCTANTE SECURITIZADORA SA","2017",11244.02,352,0.81
"2504",455,"OCTANTE SECURITIZADORA SA","2016",11244,351,0.81
"718",121,"NUMERAL 80 PARTICIPAÇÕES S.A.","2012",11196,350,0.8
"2469",448,"STEIN SP II PARTICIPAÇÕES S.A.","2011",11196,349,0.8
"2606",471,"HARPIA ÔMEGA PARTICIPAÇÕES S.A.","2011",11196,348,0.8
"505",82,"HAUSCENTER SA","2016",10800,347,0.8
"510",82,"HAUSCENTER SA","2011",10800,346,0.79
"1283",235,"AES ELPA SA","2015",10800,345,0.79
"2235",408,"INVITEL LEGACY SA","2014",10715.2,344,0.79
"2506",455,"OCTANTE SECURITIZADORA SA","2014",10534,343,0.79
"2702",489,"REIT SECURITIZADORA DE RECEBIVEIS IMOBILIÁRIOS S/A","2011",10225,342,0.79
"521",84,"GTD PARTICIPACOES SA","2012",10000,341,0.78
"986",171,"RUMO MALHA PAULISTA S.A.","2012",10000,340,0.78
"2236",408,"INVITEL LEGACY SA","2013",10000,339,0.78
"2310",420,"BRAZAL - BRASIL ALIMENTOS S.A.","2010",10000,338,0.78
"2470",448,"STEIN SP II PARTICIPAÇÕES S.A.","2010",9810,337,0.77
"825",141,"DALETH PARTICIPAÇÕES SA - EM LIQUIDAÇÃO","2012",9750,336,0.77
"1618",302,"GAIA SECURITIZADORA S/A","2013",9643.68,335,0.77
"2676",485,"GAIA AGRO SECURITIZADORA S.A.","2013",9643.68,334,0.77
"506",82,"HAUSCENTER SA","2015",9600,333,0.76
"746",125,"WTC RIO EMPREEND. E PARTICIPAÇÕES S.A.","2015",9600,332,0.76
"2505",455,"OCTANTE SECURITIZADORA SA","2015",9456,331,0.76
"2580",468,"VIARONDON CONCESSIONÁRIA DE RODOVIA SA","2015",9456,330,0.76
"2581",468,"VIARONDON CONCESSIONÁRIA DE RODOVIA SA","2014",9456,329,0.76
"2696",489,"REIT SECURITIZADORA DE RECEBIVEIS IMOBILIÁRIOS S/A","2017",9456,328,0.75
"2697",489,"REIT SECURITIZADORA DE RECEBIVEIS IMOBILIÁRIOS S/A","2016",9456,327,0.75
"2698",489,"REIT SECURITIZADORA DE RECEBIVEIS IMOBILIÁRIOS S/A","2015",9456,326,0.75
"2699",489,"REIT SECURITIZADORA DE RECEBIVEIS IMOBILIÁRIOS S/A","2014",9456,325,0.75
"711",120,"SUL 116 PARTICIPAÇÕES S.A.","2013",9333.333,324,0.74
"827",141,"DALETH PARTICIPAÇÕES SA - EM LIQUIDAÇÃO","2010",9133.333,323,0.74
"1825",337,"BRC SECURITIZADORA SA","2012",9000,322,0.74
"2051",373,"NOVA SECURITIZAÇÃO S/A","2017",9000,321,0.74
"2052",373,"NOVA SECURITIZAÇÃO S/A","2016",9000,320,0.74
"717",121,"NUMERAL 80 PARTICIPAÇÕES S.A.","2013",8928.003,319,0.73
"715",121,"NUMERAL 80 PARTICIPAÇÕES S.A.","2015",8928,318,0.73
"494",80,"CIMS SA","2012",8814,317,0.73
"507",82,"HAUSCENTER SA","2014",8760,316,0.73
"747",125,"WTC RIO EMPREEND. E PARTICIPAÇÕES S.A.","2014",8760,315,0.72
"2443",442,"BRASIL PLURAL SECURITIZADORA S.A.","2014",8688,314,0.72
"2444",442,"BRASIL PLURAL SECURITIZADORA S.A.","2013",8688,313,0.72
"2324",424,"BARIGUI SECURITIZADORA SA","2015",8683.188,312,0.72
"447",70,"CIA ELETRICIDADE DA BAHIA","2015",8400,311,0.71
"508",82,"HAUSCENTER SA","2013",8400,310,0.71
"748",125,"WTC RIO EMPREEND. E PARTICIPAÇÕES S.A.","2013",8400,309,0.71
"719",121,"NUMERAL 80 PARTICIPAÇÕES S.A.","2011",8357.143,308,0.71
"2582",468,"VIARONDON CONCESSIONÁRIA DE RODOVIA SA","2013",8136,307,0.71
"2640",477,"NISA PARTICIPAÇÕES SA","2013",8136,306,0.7
"509",82,"HAUSCENTER SA","2012",8120,305,0.7
"749",125,"WTC RIO EMPREEND. E PARTICIPAÇÕES S.A.","2012",8120,304,0.7
"826",141,"DALETH PARTICIPAÇÕES SA - EM LIQUIDAÇÃO","2011",7800,303,0.7
"1586",296,"AFLUENTE GERAÇÃO DE ENERGIA ELÉTRICA S.A.","2015",7745.255,302,0.69
"912",154,"NEWTEL PARTICIPACOES SA","2013",7666.667,301,0.69
"745",125,"WTC RIO EMPREEND. E PARTICIPAÇÕES S.A.","2016",7650,300,0.69
"712",120,"SUL 116 PARTICIPAÇÕES S.A.","2012",7500,299,0.69
"862",147,"FUTURETEL SA","2016",7500,298,0.68
"1263",230,"PRODUTORES ENERGETICOS DE MANSO SA","2010",7500,297,0.68
"2638",476,"BELEZA PARTICIPAÇÕES SA","2012",7464,296,0.68
"2641",477,"NISA PARTICIPAÇÕES SA","2012",7464,295,0.68
"2643",478,"NOAH PARTICIPAÇÕES SA","2012",7464,294,0.68
"2645",479,"NAOMI PARTICIPAÇÕES SA","2012",7464,293,0.67
"716",121,"NUMERAL 80 PARTICIPAÇÕES S.A.","2014",7440,292,0.67
"2323",424,"BARIGUI SECURITIZADORA SA","2016",7343.5,291,0.67
"2420",439,"AFLUENTE TRANSMISSÃO DE ENERGIA ELETRICA S/A","2016",7263.016,290,0.67
"570",92,"RUMO MALHA NORTE S.A.","2011",7142.857,289,0.66
"655",105,"RUMO MALHA SUL S.A.","2012",7142.857,288,0.66
"656",105,"RUMO MALHA SUL S.A.","2011",7142.857,287,0.66
"987",171,"RUMO MALHA PAULISTA S.A.","2011",7142.857,286,0.66
"1604",299,"CCX CARVÃO DA COLOMBIA S.A.","2010",7000,285,0.65
"2270",413,"INFRASEC SECURITIZADORA S/A","2011",7000,284,0.65
"2271",413,"INFRASEC SECURITIZADORA S/A","2010",7000,283,0.65
"2419",439,"AFLUENTE TRANSMISSÃO DE ENERGIA ELETRICA S/A","2017",6868.75,282,0.65
"2583",468,"VIARONDON CONCESSIONÁRIA DE RODOVIA SA","2012",6750,281,0.65
"1341",246,"BGPAR SA","2010",6530,280,0.64
"1262",230,"PRODUTORES ENERGETICOS DE MANSO SA","2011",6250,279,0.64
"511",82,"HAUSCENTER SA","2010",6120,278,0.64
"751",125,"WTC RIO EMPREEND. E PARTICIPAÇÕES S.A.","2010",6120,277,0.64
"520",84,"GTD PARTICIPACOES SA","2013",6000,276,0.63
"2369",431,"DUXXI IMOBILIÁRIA S.A.","2011",6000,275,0.63
"1614",302,"GAIA SECURITIZADORA S/A","2017",5724,274,0.63
"744",125,"WTC RIO EMPREEND. E PARTICIPAÇÕES S.A.","2017",5640,273,0.63
"467",74,"NEUMARKT TRADE AND FINANCIAL CENTER S/A","2016",5500,272,0.62
"468",74,"NEUMARKT TRADE AND FINANCIAL CENTER S/A","2015",5500,271,0.62
"3591",672,"PARANAPANEMA SA","2017",5093.896,270,0.62
"726",122,"EMP.NAC. DE COMÉRCIO, RÉDITO E PART. S.A. - ENCORPAR","2012",5000,269,0.62
"580",95,"FERROVIA CENTRO ATLANTICA SA","2017",4449.6,268,0.62
"581",95,"FERROVIA CENTRO ATLANTICA SA","2016",4408.8,267,0.61
"777",130,"UPTICK PARTICIPACOES SA","2016",4300,266,0.61
"3592",672,"PARANAPANEMA SA","2016",4140.642,265,0.61
"495",80,"CIMS SA","2011",4043,264,0.61
"471",74,"NEUMARKT TRADE AND FINANCIAL CENTER S/A","2012",4000,263,0.6
"472",74,"NEUMARKT TRADE AND FINANCIAL CENTER S/A","2011",4000,262,0.6
"473",74,"NEUMARKT TRADE AND FINANCIAL CENTER S/A","2010",4000,261,0.6
"1821",337,"BRC SECURITIZADORA SA","2016",4000,260,0.6
"2551",462,"FORTE SECURITIZADORA S.A.","2010",4000,259,0.59
"2672",485,"GAIA AGRO SECURITIZADORA S.A.","2017",3816,258,0.59
"1615",302,"GAIA SECURITIZADORA S/A","2016",3748,257,0.59
"2673",485,"GAIA AGRO SECURITIZADORA S.A.","2016",3748,256,0.59
"1465",271,"TERMOPERNAMBUCO SA","2015",3533.375,255,0.59
"1616",302,"GAIA SECURITIZADORA S/A","2015",3520,254,0.58
"2674",485,"GAIA AGRO SECURITIZADORA S.A.","2015",3520,253,0.58
"1319",242,"CIA PROVINCIA DE SECURITIZAÇÃO CRED IMOB","2014",3333.333,252,0.58
"1320",242,"CIA PROVINCIA DE SECURITIZAÇÃO CRED IMOB","2013",3333.333,251,0.58
"1321",242,"CIA PROVINCIA DE SECURITIZAÇÃO CRED IMOB","2012",3333.333,250,0.57
"1322",242,"CIA PROVINCIA DE SECURITIZAÇÃO CRED IMOB","2011",3333.333,249,0.57
"1323",242,"CIA PROVINCIA DE SECURITIZAÇÃO CRED IMOB","2010",3333.333,248,0.57
"1724",322,"TAIPE TRANCOSO EMPREENDIMENTOS S/A","2011",3270,247,0.57
"2322",424,"BARIGUI SECURITIZADORA SA","2017",3171.75,246,0.56
"1617",302,"GAIA SECURITIZADORA S/A","2014",3152,245,0.56
"2675",485,"GAIA AGRO SECURITIZADORA S.A.","2014",3152,244,0.56
"582",95,"FERROVIA CENTRO ATLANTICA SA","2015",3072,243,0.56
"657",105,"RUMO MALHA SUL S.A.","2010",3000,242,0.56
"988",171,"RUMO MALHA PAULISTA S.A.","2010",3000,241,0.55
"781",130,"UPTICK PARTICIPACOES SA","2012",2966.667,240,0.55
"782",130,"UPTICK PARTICIPACOES SA","2011",2966.667,239,0.55
"783",130,"UPTICK PARTICIPACOES SA","2010",2966.667,238,0.55
"753",126,"BONAIRE PARTICIPAÇOES SA","2016",2866.667,237,0.54
"2677",485,"GAIA AGRO SECURITIZADORA S.A.","2012",2712,236,0.54
"2122",383,"CENTENNIAL ASSET PARTICIPAÇÕES AÇU SA","2011",2333.333,235,0.54
"2123",383,"CENTENNIAL ASSET PARTICIPAÇÕES AÇU SA","2010",2333.333,234,0.54
"2275",415,"EBX BRASIL SA","2011",2333.333,233,0.53
"2276",415,"EBX BRASIL SA","2010",2333.333,232,0.53
"755",126,"BONAIRE PARTICIPAÇOES SA","2014",2300,231,0.53
"583",95,"FERROVIA CENTRO ATLANTICA SA","2014",2255.4,230,0.53
"754",126,"BONAIRE PARTICIPAÇOES SA","2015",2200,229,0.53
"759",126,"BONAIRE PARTICIPAÇOES SA","2010",2200,228,0.52
"1257",230,"PRODUTORES ENERGETICOS DE MANSO SA","2016",2000,227,0.52
"2709",491,"FRIGOL FOODS PARTICIPAÇÕES S.A.","2017",2000,226,0.52
"2710",491,"FRIGOL FOODS PARTICIPAÇÕES S.A.","2016",2000,225,0.52
"2715",491,"FRIGOL FOODS PARTICIPAÇÕES S.A.","2011",2000,224,0.51
"381",61,"SNB PARTICIPACOES SA","2017",1686.5,223,0.51
"2405",436,"TEREOS INTERNACIONAL S/A","2011",833.3333,222,0.51
"2406",436,"TEREOS INTERNACIONAL S/A","2010",833.3333,221,0.51
"469",74,"NEUMARKT TRADE AND FINANCIAL CENTER S/A","2014",724,220,0.5
"586",95,"FERROVIA CENTRO ATLANTICA SA","2011",722.21,219,0.5
"470",74,"NEUMARKT TRADE AND FINANCIAL CENTER S/A","2013",678,218,0.5
"1613",301,"AMPLA INVESTIMENTOS E SERVIÇOS S/A","2010",488.8889,217,0.5
"3082",592,"COMPANHIIA HABITASUL DE PARTICIPAÇÕES","2016",376.5,216,0.5
"3083",592,"COMPANHIIA HABITASUL DE PARTICIPAÇÕES","2015",372.5,215,0.49
"3084",592,"COMPANHIIA HABITASUL DE PARTICIPAÇÕES","2014",358.5,214,0.49
"3085",592,"COMPANHIIA HABITASUL DE PARTICIPAÇÕES","2013",358.5,213,0.49
"3086",592,"COMPANHIIA HABITASUL DE PARTICIPAÇÕES","2012",358.5,212,0.49
"3087",592,"COMPANHIIA HABITASUL DE PARTICIPAÇÕES","2011",358.5,211,0.48
"3088",592,"COMPANHIIA HABITASUL DE PARTICIPAÇÕES","2010",358.5,210,0.48
"778",130,"UPTICK PARTICIPACOES SA","2015",300,209,0.48
"3081",592,"COMPANHIIA HABITASUL DE PARTICIPAÇÕES","2017",216.78,208,0.48
"1406",259,"POMIFRUTAS S/A","2012",72.12,207,0.47
"1407",259,"POMIFRUTAS S/A","2011",69.6,206,0.47
"602",98,"ATOM EMPREENDIMENTOS E PARTICIPAÇÕES S.A.","2017",2,205,0.47
"603",98,"ATOM EMPREENDIMENTOS E PARTICIPAÇÕES S.A.","2016",2,204,0.47
"74",13,"TELEC. BRASILEIRAS S.A. - TELEBRÁS","2017",0,203,0.47
"75",13,"TELEC. BRASILEIRAS S.A. - TELEBRÁS","2016",0,202,0.46
"284",45,"POLPAR S.A.","2017",0,201,0.46
"285",45,"POLPAR S.A.","2016",0,200,0.46
"286",45,"POLPAR S.A.","2015",0,199,0.46
"287",45,"POLPAR S.A.","2014",0,198,0.45
"288",45,"POLPAR S.A.","2013",0,197,0.45
"289",45,"POLPAR S.A.","2012",0,196,0.45
"290",45,"POLPAR S.A.","2011",0,195,0.45
"291",45,"POLPAR S.A.","2010",0,194,0.44
"342",55,"BFB LEASING S.A. ARRENDAMENTO MERCANTIL","2010",0,193,0.44
"375",60,"DIBENS LEASING S.A.- ARREND. MERCANTIL","2015",0,192,0.44
"376",60,"DIBENS LEASING S.A.- ARREND. MERCANTIL","2014",0,191,0.44
"377",60,"DIBENS LEASING S.A.- ARREND. MERCANTIL","2013",0,190,0.44
"378",60,"DIBENS LEASING S.A.- ARREND. MERCANTIL","2012",0,189,0.43
